Date,Open,High,Low,Close,Adj Close,Volume
12/31/2003,565.469971,566.73999,556.909973,556.909973,556.909973,10275000
1/2/2004,556.909973,564.5,556.909973,560.849976,560.849976,11532000
1/5/2004,560.849976,569.450012,560.849976,568.919983,568.919983,15782000
1/6/2004,568.929993,572.669983,568.070007,569.890015,569.890015,14945000
1/7/2004,569.890015,574.619995,567.840027,574.619995,574.619995,17049000
1/8/2004,574.619995,580.219971,574.619995,579.619995,579.619995,18684000
1/9/2004,579.619995,581.900024,573.73999,575.200012,575.200012,17207000
1/12/2004,575.200012,583.01001,575.200012,583.01001,583.01001,15102000
1/13/2004,583.01001,583.179993,575.039978,581.159973,581.159973,15959000
1/14/2004,581.159973,586.119995,581.159973,586.119995,586.119995,15146000
1/15/2004,586.119995,587.309998,579.299988,586.359985,586.359985,16950000
1/16/2004,586.359985,591.98999,586.349976,590.409973,590.409973,17211000
1/20/2004,590.409973,597.97998,590.159973,597.97998,597.97998,16982000
1/21/2004,597.97998,598.75,591.51001,597.47998,597.47998,17576000
1/22/2004,597.47998,600.609985,591.530029,591.72998,591.72998,16937000
1/23/2004,591.72998,596.140015,589.919983,596.140015,596.140015,14806000
1/26/2004,596.140015,601.5,592.460022,601.5,601.5,18425500
1/27/2004,601.5,601.5,594.929993,595.169983,595.169983,16731000
1/28/2004,595.169983,598.460022,582.840027,583.909973,583.909973,18420000
1/29/2004,583.909973,586.799988,573.340027,579.859985,579.859985,19219000
1/30/2004,579.859985,583.549988,577.22998,580.76001,580.76001,16350000
2/2/2004,580.76001,585.070007,576.030029,580.539978,580.539978,15992000
2/3/2004,580.539978,581.190002,578.289978,579.150024,579.150024,14769000
2/4/2004,579.150024,579.150024,564.030029,564.030029,564.030029,16348000
2/5/2004,564.030029,570.900024,564.030029,569.539978,569.539978,15666000
2/6/2004,569.539978,584.349976,569.539978,584.070007,584.070007,14776000
2/9/2004,584.070007,588.030029,583.580017,585.48999,585.48999,13035000
2/10/2004,585.48999,592.830017,584.690002,592.830017,592.830017,14039000
2/11/2004,592.830017,597.080017,590.140015,597.070007,597.070007,16993000
2/12/2004,597.070007,597.070007,592.130005,592.75,592.75,14643000
2/13/2004,592.75,594.809998,584.859985,585.140015,585.140015,13292000
2/17/2004,585.140015,594.47998,585.140015,594.47998,594.47998,13965000
2/18/2004,594.47998,595.409973,590.400024,591.47998,591.47998,13824000
2/19/2004,591.47998,596,582.409973,582.590027,582.590027,15628000
2/20/2004,582.590027,583.700012,575.469971,579.890015,579.890015,14796000
2/23/2004,579.890015,581.859985,570.179993,570.200012,570.200012,13804000
2/24/2004,570.200012,575.909973,566.210022,571.869995,571.869995,15436000
2/25/2004,571.869995,579.090027,571.559998,579.039978,579.039978,13607000
2/26/2004,579.039978,583.859985,576.580017,583.859985,583.859985,13839000
2/27/2004,584.179993,587.059998,582.210022,585.559998,585.559998,15404000
3/1/2004,585.559998,594.77002,585.559998,594.77002,594.77002,14971000
3/2/2004,594.77002,596.219971,590.960022,591.059998,591.059998,14760000
3/3/2004,591.059998,592.929993,585.580017,591.320007,591.320007,13345000
3/4/2004,591.320007,598.390015,589.52002,598.380005,598.380005,12658000
3/5/2004,598.380005,603.159973,594.359985,599.539978,599.539978,13982000
3/8/2004,599.539978,603.109985,592.369995,592.51001,592.51001,12544000
3/9/2004,592.51001,593.23999,584.309998,585.950012,585.950012,14994000
3/10/2004,585.950012,589.780029,574.580017,575.01001,575.01001,16484000
3/11/2004,575.01001,581.02002,568.700012,568.73999,568.73999,18899000
3/12/2004,568.73999,582.840027,568.73999,582.840027,582.840027,13885000
3/15/2004,582.840027,582.960022,566.890015,566.950012,566.950012,16006000
3/16/2004,566.950012,573.849976,562.669983,566.640015,566.640015,15007000
3/17/2004,566.640015,578.919983,566.640015,578.570007,578.570007,14901000
3/18/2004,578.570007,578.570007,569.22998,574.549988,574.549988,13692000
3/19/2004,574.549988,577.409973,570.190002,570.73999,570.73999,14574000
3/22/2004,570.73999,570.73999,557.940002,558.98999,558.98999,14523000
3/23/2004,558.98999,566.049988,558.51001,560.919983,560.919983,14582000
3/24/2004,560.919983,562.26001,556.130005,557.630005,557.630005,15278000
3/25/2004,557.630005,571.690002,557.630005,571.530029,571.530029,14717000
3/26/2004,571.530029,575.559998,570.719971,572.919983,572.919983,13191000
3/29/2004,572.919983,583.469971,572.919983,583.390015,583.390015,14055000
3/30/2004,583.390015,589.409973,582.140015,589.400024,589.400024,13324000
3/31/2004,589.400024,591.669983,585.159973,590.309998,590.309998,15607000
4/1/2004,590.309998,596.150024,590.309998,595.320007,595.320007,15607000
4/2/2004,595.320007,604.219971,595.320007,603.450012,603.450012,16292000
4/5/2004,603.419983,606.419983,601.710022,606.390015,606.390015,14137000
4/6/2004,606.390015,606.390015,599.280029,599.330017,599.330017,13977000
4/7/2004,599.330017,603.76001,595.22998,601.640015,601.640015,14588000
4/8/2004,601.640015,605.98999,597.880005,597.880005,597.880005,11998000
4/12/2004,597.880005,603.039978,597.880005,599.650024,599.650024,11024000
4/13/2004,599.650024,601.039978,584.340027,585.830017,585.830017,14232000
4/14/2004,585.830017,588.01001,578.880005,582.02002,582.02002,15477000
4/15/2004,582.02002,586.01001,575.809998,580.299988,580.299988,15687000
4/16/2004,580.299988,585.640015,576.780029,583.369995,583.369995,14878000
4/19/2004,583.369995,587.380005,579.169983,586.950012,586.950012,11949000
4/20/2004,586.950012,591.929993,575.789978,575.809998,575.809998,15085000
4/21/2004,575.809998,583.219971,573.590027,583.219971,583.219971,17381000
4/22/2004,583.219971,593.669983,582.280029,593.23999,593.23999,18267000
4/23/2004,593.23999,594.359985,586.049988,590.710022,590.710022,13961000
4/26/2004,590.710022,596.390015,588.669983,589.450012,589.450012,12906000
4/27/2004,589.450012,594.97998,587.23999,590.76001,590.76001,15180000
4/28/2004,590.76001,590.76001,575.820007,577.059998,577.059998,18556000
4/29/2004,577.059998,580.419983,564.440002,567.25,567.25,18590000
4/30/2004,567.25,570.190002,558.570007,559.799988,559.799988,16347000
5/3/2004,559.799988,568.380005,559.799988,565.47998,565.47998,15716000
5/4/2004,565.47998,575.359985,565.179993,569.640015,569.640015,16621000
5/5/2004,569.630005,573.280029,568.919983,570.059998,570.059998,14690000
5/6/2004,570.059998,570.059998,556.969971,563.090027,563.090027,15093000
5/7/2004,563.090027,566.280029,548.559998,548.559998,548.559998,16536000
5/10/2004,548.559998,548.559998,533.51001,537.859985,537.859985,19184000
5/11/2004,537.859985,548.690002,537.859985,548.669983,548.669983,15338000
5/12/2004,548.630005,549.25,534.409973,548.98999,548.98999,16976000
5/13/2004,548.98999,552.400024,545,547.169983,547.169983,14111000
5/14/2004,547.909973,549.76001,540.77002,543.76001,543.76001,13359000
5/17/2004,543.76001,543.76001,530.679993,535.340027,535.340027,14301000
5/18/2004,535.340027,542.559998,535.340027,542.559998,542.559998,13530000
5/19/2004,542.559998,552.75,540.01001,540.859985,540.859985,15486000
5/20/2004,540.859985,544.049988,538.02002,540.75,540.75,12110000
5/21/2004,540.75,546.799988,540.75,545.809998,545.809998,12586000
5/24/2004,552.669983,552.669983,547.940002,551.719971,551.719971,12275000
5/25/2004,551.719971,565.429993,550.159973,565.390015,565.390015,15457000
5/26/2004,565.390015,567.77002,562.469971,567.77002,567.77002,13694000
5/27/2004,567.77002,571.869995,564.349976,568.559998,568.559998,14475000
5/28/2004,568.559998,569.5,566.159973,568.280029,568.280029,11726000
6/1/2004,568.280029,572.73999,566.640015,572.48999,572.48999,12380000
6/2/2004,572.48999,574.799988,570.76001,573.559998,573.559998,12517000
6/3/2004,573.559998,573.559998,562.440002,562.440002,562.440002,12324000
6/4/2004,562.440002,571.099976,562.440002,567.75,567.75,11153000
6/7/2004,567.75,578.909973,567.75,578.900024,578.900024,12118000
6/8/2004,578.900024,578.900024,575.700012,577.909973,577.909973,11903000
6/9/2004,577.909973,578.090027,568.5,568.580017,568.580017,12768000
6/10/2004,568.580017,571.320007,567.780029,569.119995,569.119995,11606000
6/14/2004,569.119995,569.119995,557.659973,557.669983,557.669983,11794000
6/15/2004,557.669983,569.690002,557.669983,567.919983,567.919983,13459000
6/16/2004,567.919983,570.150024,566.640015,570.070007,570.070007,11684000
6/17/2004,570.070007,571.159973,565.210022,569.570007,569.570007,12967000
6/18/2004,569.570007,572.419983,566.960022,570.539978,570.539978,15006000
6/21/2004,570.539978,571.849976,568.150024,568.73999,568.73999,11239000
6/22/2004,568.73999,571.950012,563.880005,571.890015,571.890015,13823000
6/23/2004,571.890015,580.789978,571.22998,580.150024,580.150024,14442000
6/24/2004,580.150024,583.059998,578.919983,579.049988,579.049988,13949000
6/25/2004,579.049988,587.700012,578.929993,587.700012,587.700012,18129000
6/28/2004,587.700012,588.820007,583.380005,584.099976,584.099976,13546000
6/29/2004,584.099976,590.059998,583.719971,587.830017,587.830017,13750000
6/30/2004,587.830017,591.530029,587.72998,591.52002,591.52002,14738000
7/1/2004,591.52002,591.52002,582.429993,582.429993,582.429993,14957000
7/2/2004,582.429993,582.919983,579.349976,582.719971,582.719971,10850000
7/6/2004,582.719971,582.719971,571.469971,572.409973,572.409973,12833000
7/7/2004,572.409973,575.840027,571.48999,572.030029,572.030029,13286000
7/8/2004,572.030029,572.030029,560.549988,560.710022,560.710022,14011000
7/9/2004,560.710022,565.309998,560.710022,563.72998,563.72998,11863000
7/12/2004,563.72998,564.559998,558.289978,562.23999,562.23999,11146000
7/13/2004,562.23999,564.929993,562.23999,562.690002,562.690002,11997000
7/14/2004,562.690002,565.880005,557.659973,559.73999,559.73999,14620000
7/15/2004,559.73999,564.349976,559.73999,562.159973,562.159973,14087000
7/16/2004,562.159973,564.01001,554.799988,555.47998,555.47998,14503000
7/19/2004,555.47998,556.75,551.140015,554.72998,554.72998,13199000
7/20/2004,554.72998,564.25,554.72998,564.190002,564.190002,14458000
7/21/2004,564.190002,566.02002,548.570007,548.570007,548.570007,16795000
7/22/2004,548.599976,549.599976,539.049988,546.52002,546.52002,16808000
7/23/2004,546.52002,546.52002,539.219971,539.22998,539.22998,13375000
7/26/2004,539.22998,542.289978,531.419983,533.48999,533.48999,14134000
7/27/2004,533.48999,544.630005,533.48999,544.609985,544.609985,16108000
7/28/2004,544.609985,544.609985,534.570007,541.200012,541.200012,15543000
7/29/2004,541.200012,549.900024,541.200012,549.830017,549.830017,15301000
7/30/2004,549.830017,552.140015,547.710022,551.289978,551.289978,12982000
8/2/2004,551.289978,551.929993,544.400024,551.929993,551.929993,12760000
8/3/2004,551.929993,551.929993,543.469971,543.630005,543.630005,13383000
8/4/2004,543.630005,546.070007,536.52002,542.669983,542.669983,13692000
8/5/2004,542.669983,542.73999,532.090027,532.359985,532.359985,13974000
8/6/2004,532.359985,532.359985,519.280029,519.650024,519.650024,15210000
8/9/2004,519.650024,522.559998,518.150024,518.380005,518.380005,10860000
8/10/2004,518.380005,529.840027,518.380005,529.830017,529.830017,12456000
8/11/2004,529.830017,529.830017,517.900024,526.630005,526.630005,14104000
8/12/2004,526.630005,526.630005,517.080017,517.099976,517.099976,14051000
8/13/2004,517.099976,521.039978,515.900024,517.390015,517.390015,11751000
